title,price,rating,product_link,title_normalized,price_category,rating_int
City of Glass (The Mortal Instruments #3),56.02,4,http://books.toscrape.com/city-of-glass-the-mortal-instruments-3_678/index.html,city of glass (the mortal instruments #3),High,4
City of Fallen Angels (The Mortal Instruments #4),11.23,4,http://books.toscrape.com/city-of-fallen-angels-the-mortal-instruments-4_677/index.html,city of fallen angels (the mortal instruments #4),Low,4
City of Bones (The Mortal Instruments #1),43.28,1,http://books.toscrape.com/city-of-bones-the-mortal-instruments-1_676/index.html,city of bones (the mortal instruments #1),Medium,1
City of Ashes (The Mortal Instruments #2),47.27,1,http://books.toscrape.com/city-of-ashes-the-mortal-instruments-2_675/index.html,city of ashes (the mortal instruments #2),Medium,1
Cell,20.29,4,http://books.toscrape.com/cell_674/index.html,cell,Medium,4
Catching Jordan (Hundred Oaks),50.83,3,http://books.toscrape.com/catching-jordan-hundred-oaks_673/index.html,catching jordan (hundred oaks),High,3
"Carry On, Warrior: Thoughts on Life Unarmed",31.85,3,http://books.toscrape.com/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,"carry on, warrior: thoughts on life unarmed",Medium,3
Carrie,46.23,2,http://books.toscrape.com/carrie_671/index.html,carrie,Medium,2
Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,4,http://books.toscrape.com/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,buying in: the secret dialogue between what we buy and who we are,Medium,4
Brain on Fire: My Month of Madness,49.32,5,http://books.toscrape.com/brain-on-fire-my-month-of-madness_669/index.html,brain on fire: my month of madness,Medium,5
Batman: Europa,32.01,2,http://books.toscrape.com/batman-europa_668/index.html,batman: europa,Medium,2
Barefoot Contessa Back to Basics,28.01,1,http://books.toscrape.com/barefoot-contessa-back-to-basics_667/index.html,barefoot contessa back to basics,Medium,1
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,5,http://books.toscrape.com/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,barefoot contessa at home: everyday recipes you'll make over and over again,High,5
Balloon Animals,17.03,3,http://books.toscrape.com/balloon-animals_665/index.html,balloon animals,Low,3
Art Ops Vol. 1,48.8,3,http://books.toscrape.com/art-ops-vol-1_664/index.html,art ops vol. 1,Medium,3
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,4,http://books.toscrape.com/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,aristotle and dante discover the secrets of the universe (aristotle and dante discover the secrets of the universe #1),High,4
Angels Walking (Angels Walking #1),34.2,2,http://books.toscrape.com/angels-walking-angels-walking-1_662/index.html,angels walking (angels walking #1),Medium,2
Angels & Demons (Robert Langdon #1),51.48,3,http://books.toscrape.com/angels-demons-robert-langdon-1_661/index.html,angels & demons (robert langdon #1),High,3
All the Light We Cannot See,29.87,5,http://books.toscrape.com/all-the-light-we-cannot-see_660/index.html,all the light we cannot see,Medium,5
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.9,2,http://books.toscrape.com/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,"adulthood is a myth: a ""sarah's scribbles"" collection",Low,2
Abstract City,56.37,5,http://books.toscrape.com/abstract-city_658/index.html,abstract city,High,5
A Time of Torment (Charlie Parker #14),48.35,5,http://books.toscrape.com/a-time-of-torment-charlie-parker-14_657/index.html,a time of torment (charlie parker #14),Medium,5
A Study in Scarlet (Sherlock Holmes #1),16.73,2,http://books.toscrape.com/a-study-in-scarlet-sherlock-holmes-1_656/index.html,a study in scarlet (sherlock holmes #1),Low,2
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,2,http://books.toscrape.com/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,"a series of catastrophes and miracles: a true story of love, science, and cancer",High,2
A People's History of the United States,40.79,2,http://books.toscrape.com/a-peoples-history-of-the-united-states_654/index.html,a people's history of the united states,Medium,2
A Man Called Ove,39.72,1,http://books.toscrape.com/a-man-called-ove_653/index.html,a man called ove,Medium,1
A Distant Mirror: The Calamitous 14th Century,14.58,3,http://books.toscrape.com/a-distant-mirror-the-calamitous-14th-century_652/index.html,a distant mirror: the calamitous 14th century,Low,3
A Brush of Wings (Angels Walking #3),55.51,1,http://books.toscrape.com/a-brush-of-wings-angels-walking-3_651/index.html,a brush of wings (angels walking #3),High,1
1491: New Revelations of the Americas Before Columbus,21.8,3,http://books.toscrape.com/1491-new-revelations-of-the-americas-before-columbus_650/index.html,1491: new revelations of the americas before columbus,Medium,3
"The Three Searches, Meaning, and the Story",13.33,3,http://books.toscrape.com/the-three-searches-meaning-and-the-story_649/index.html,"the three searches, meaning, and the story",Low,3
Searching for Meaning in Gailana,38.73,1,http://books.toscrape.com/searching-for-meaning-in-gailana_648/index.html,searching for meaning in gailana,Medium,1
Rook,37.86,4,http://books.toscrape.com/rook_647/index.html,rook,Medium,4
My Kitchen Year: 136 Recipes That Saved My Life,11.53,2,http://books.toscrape.com/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,my kitchen year: 136 recipes that saved my life,Low,2
13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,1,http://books.toscrape.com/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,13 hours: the inside account of what really happened in benghazi,Medium,1
Will You Won't You Want Me?,13.86,3,http://books.toscrape.com/will-you-wont-you-want-me_644/index.html,will you won't you want me?,Low,3
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,1,http://books.toscrape.com/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,tipping point for planet earth: how close are we to the edge?,Medium,1
The Star-Touched Queen,32.3,5,http://books.toscrape.com/the-star-touched-queen_642/index.html,the star-touched queen,Medium,5
The Silent Sister (Riley MacPherson #1),46.29,5,http://books.toscrape.com/the-silent-sister-riley-macpherson-1_641/index.html,the silent sister (riley macpherson #1),Medium,5
The Midnight Watch: A Novel of the Titanic and the Californian,26.2,1,http://books.toscrape.com/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,the midnight watch: a novel of the titanic and the californian,Medium,1
The Lonely City: Adventures in the Art of Being Alone,33.26,2,http://books.toscrape.com/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,the lonely city: adventures in the art of being alone,Medium,2
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,4,http://books.toscrape.com/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,the gray rhino: how to recognize and act on the obvious dangers we ignore,High,4
The Golden Condom: And Other Essays on Love Lost and Found,39.43,1,http://books.toscrape.com/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,the golden condom: and other essays on love lost and found,Medium,1
The Epidemic (The Program 0.6),14.44,5,http://books.toscrape.com/the-epidemic-the-program-06_636/index.html,the epidemic (the program 0.6),Low,5
The Dinner Party,56.54,2,http://books.toscrape.com/the-dinner-party_635/index.html,the dinner party,High,2
The Diary of a Young Girl,59.9,3,http://books.toscrape.com/the-diary-of-a-young-girl_634/index.html,the diary of a young girl,High,3
The Children,11.88,3,http://books.toscrape.com/the-children_633/index.html,the children,Low,3
Stars Above (The Lunar Chronicles #4.5),48.05,2,http://books.toscrape.com/stars-above-the-lunar-chronicles-45_632/index.html,stars above (the lunar chronicles #4.5),Medium,2
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,3,http://books.toscrape.com/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,snatched: how a drug queen went undercover for the dea and was kidnapped by colombian guerillas,Medium,3
Raspberry Pi Electronics Projects for the Evil Genius,49.67,4,http://books.toscrape.com/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,raspberry pi electronics projects for the evil genius,Medium,4
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,1,http://books.toscrape.com/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,quench your own thirst: business lessons learned over a beer or two,Medium,1
Psycho: Sanitarium (Psycho #1.5),36.97,5,http://books.toscrape.com/psycho-sanitarium-psycho-15_628/index.html,psycho: sanitarium (psycho #1.5),Medium,5
Poisonous (Max Revere Novels #3),26.8,3,http://books.toscrape.com/poisonous-max-revere-novels-3_627/index.html,poisonous (max revere novels #3),Medium,3
One with You (Crossfire #5),15.71,4,http://books.toscrape.com/one-with-you-crossfire-5_626/index.html,one with you (crossfire #5),Low,4
No Love Allowed (Dodge Cove #1),54.65,4,http://books.toscrape.com/no-love-allowed-dodge-cove-1_625/index.html,no love allowed (dodge cove #1),High,4
Murder at the 42nd Street Library (Raymond Ambler #1),54.36,4,http://books.toscrape.com/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,murder at the 42nd street library (raymond ambler #1),High,4
Most Wanted,35.28,3,http://books.toscrape.com/most-wanted_623/index.html,most wanted,Medium,3
"Love, Lies and Spies",20.55,2,http://books.toscrape.com/love-lies-and-spies_622/index.html,"love, lies and spies",Medium,2
How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,5,http://books.toscrape.com/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,how to speak golf: an illustrated guide to links lingo,High,5
Hide Away (Eve Duncan #20),11.84,1,http://books.toscrape.com/hide-away-eve-duncan-20_620/index.html,hide away (eve duncan #20),Low,1
Furiously Happy: A Funny Book About Horrible Things,41.46,4,http://books.toscrape.com/furiously-happy-a-funny-book-about-horrible-things_619/index.html,furiously happy: a funny book about horrible things,Medium,4
Everyday Italian: 125 Simple and Delicious Recipes,20.1,5,http://books.toscrape.com/everyday-italian-125-simple-and-delicious-recipes_618/index.html,everyday italian: 125 simple and delicious recipes,Medium,5
Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,1,http://books.toscrape.com/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,equal is unfair: america's misguided fight against income inequality,High,1
Eleanor & Park,56.51,5,http://books.toscrape.com/eleanor-park_616/index.html,eleanor & park,High,5
Dirty (Dive Bar #1),40.83,4,http://books.toscrape.com/dirty-dive-bar-1_615/index.html,dirty (dive bar #1),Medium,4
Can You Keep a Secret? (Fear Street Relaunch #4),48.64,1,http://books.toscrape.com/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,can you keep a secret? (fear street relaunch #4),Medium,1
Boar Island (Anna Pigeon #19),59.48,3,http://books.toscrape.com/boar-island-anna-pigeon-19_613/index.html,boar island (anna pigeon #19),High,3
A Paris Apartment,39.01,4,http://books.toscrape.com/a-paris-apartment_612/index.html,a paris apartment,Medium,4
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,1,http://books.toscrape.com/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,"a la mode: 120 recipes in 60 pairings: pies, tarts, cakes, crisps, and more topped with ice cream, gelato, frozen custard, and more",Medium,1
Troublemaker: Surviving Hollywood and Scientology,48.39,2,http://books.toscrape.com/troublemaker-surviving-hollywood-and-scientology_610/index.html,troublemaker: surviving hollywood and scientology,Medium,2
The Widow,27.26,2,http://books.toscrape.com/the-widow_609/index.html,the widow,Medium,2
"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,4,http://books.toscrape.com/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,"the sleep revolution: transforming your life, one night at a time",Low,4
The Improbability of Love,59.45,1,http://books.toscrape.com/the-improbability-of-love_607/index.html,the improbability of love,High,1
The Art of Startup Fundraising,21.0,3,http://books.toscrape.com/the-art-of-startup-fundraising_606/index.html,the art of startup fundraising,Medium,3
Take Me Home Tonight (Rock Star Romance #3),53.98,3,http://books.toscrape.com/take-me-home-tonight-rock-star-romance-3_605/index.html,take me home tonight (rock star romance #3),High,3
Sleeping Giants (Themis Files #1),48.74,1,http://books.toscrape.com/sleeping-giants-themis-files-1_604/index.html,sleeping giants (themis files #1),Medium,1
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,2,http://books.toscrape.com/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,"setting the world on fire: the brief, astonishing life of st. catherine of siena",Medium,2
Playing with Fire,13.71,3,http://books.toscrape.com/playing-with-fire_602/index.html,playing with fire,Low,3
Off the Hook (Fishing for Trouble #1),47.67,3,http://books.toscrape.com/off-the-hook-fishing-for-trouble-1_601/index.html,off the hook (fishing for trouble #1),Medium,3
Mothering Sunday,13.34,2,http://books.toscrape.com/mothering-sunday_600/index.html,mothering sunday,Low,2
"Mother, Can You Not?",16.89,5,http://books.toscrape.com/mother-can-you-not_599/index.html,"mother, can you not?",Low,5
M Train,27.18,1,http://books.toscrape.com/m-train_598/index.html,m train,Medium,1
Lilac Girls,17.28,2,http://books.toscrape.com/lilac-girls_597/index.html,lilac girls,Low,2
Lies and Other Acts of Love,45.14,1,http://books.toscrape.com/lies-and-other-acts-of-love_596/index.html,lies and other acts of love,Medium,1
Lab Girl,40.85,1,http://books.toscrape.com/lab-girl_595/index.html,lab girl,Medium,1
Keep Me Posted,20.46,4,http://books.toscrape.com/keep-me-posted_594/index.html,keep me posted,Medium,4
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,3,http://books.toscrape.com/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,it didn't start with you: how inherited family trauma shapes who we are and how to end the cycle,High,3
Grey (Fifty Shades #4),48.49,4,http://books.toscrape.com/grey-fifty-shades-4_592/index.html,grey (fifty shades #4),Medium,4
"Exit, Pursued by a Bear",51.34,4,http://books.toscrape.com/exit-pursued-by-a-bear_591/index.html,"exit, pursued by a bear",High,4
Daredevils,16.34,3,http://books.toscrape.com/daredevils_590/index.html,daredevils,Low,3
Cravings: Recipes for What You Want to Eat,20.5,3,http://books.toscrape.com/cravings-recipes-for-what-you-want-to-eat_589/index.html,cravings: recipes for what you want to eat,Medium,3
Born for This: How to Find the Work You Were Meant to Do,21.59,5,http://books.toscrape.com/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,born for this: how to find the work you were meant to do,Medium,5
Arena,21.36,4,http://books.toscrape.com/arena_587/index.html,arena,Medium,4
Adultery,20.88,5,http://books.toscrape.com/adultery_586/index.html,adultery,Medium,5
A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,3,http://books.toscrape.com/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,a mother's reckoning: living in the aftermath of tragedy,Low,3
A Gentleman's Position (Society of Gentlemen #3),14.75,5,http://books.toscrape.com/a-gentlemans-position-society-of-gentlemen-3_584/index.html,a gentleman's position (society of gentlemen #3),Low,5
11/22/63,48.48,3,http://books.toscrape.com/112263_583/index.html,11/22/63,Medium,3
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,2,http://books.toscrape.com/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,"10% happier: how i tamed the voice in my head, reduced stress without losing my edge, and found self-help that actually works",Medium,2
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,5,http://books.toscrape.com/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,10-day green smoothie cleanse: lose up to 15 pounds in 10 days!,Medium,5
Without Shame,48.27,5,http://books.toscrape.com/without-shame_580/index.html,without shame,Medium,5
Watchmen,58.05,4,http://books.toscrape.com/watchmen_579/index.html,watchmen,High,4
Unlimited Intuition Now,58.87,4,http://books.toscrape.com/unlimited-intuition-now_578/index.html,unlimited intuition now,High,4
Underlying Notes,11.82,2,http://books.toscrape.com/underlying-notes_577/index.html,underlying notes,Low,2
The Shack,28.03,1,http://books.toscrape.com/the-shack_576/index.html,the shack,Medium,1
The New Brand You: Your New Image Makes the Sale for You,44.05,5,http://books.toscrape.com/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,the new brand you: your new image makes the sale for you,Medium,5
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,4,http://books.toscrape.com/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,"the moosewood cookbook: recipes from moosewood restaurant, ithaca, new york",Low,4
The Flowers Lied,16.68,2,http://books.toscrape.com/the-flowers-lied_573/index.html,the flowers lied,Low,2
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,1,http://books.toscrape.com/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,"the fabric of the cosmos: space, time, and the texture of reality",High,1
The Book of Mormon,24.57,3,http://books.toscrape.com/the-book-of-mormon_571/index.html,the book of mormon,Medium,3
The Art and Science of Low Carbohydrate Living,52.98,5,http://books.toscrape.com/the-art-and-science-of-low-carbohydrate-living_570/index.html,the art and science of low carbohydrate living,High,5
The Alien Club,54.4,1,http://books.toscrape.com/the-alien-club_569/index.html,the alien club,High,1
Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,5,http://books.toscrape.com/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,suzie snowflake: one beautiful flake (a self-esteem story),High,5
Nap-a-Roo,25.08,1,http://books.toscrape.com/nap-a-roo_567/index.html,nap-a-roo,Medium,1
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,4,http://books.toscrape.com/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,"nano what now? finding your editing process, revising your nanowrimo book and building a writing career through publishing and beyond",Low,4
Modern Day Fables,47.44,2,http://books.toscrape.com/modern-day-fables_565/index.html,modern day fables,Medium,2
If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,1,http://books.toscrape.com/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,if i gave you god's phone number....: searching for spirituality in america,Medium,1
"Fruits Basket, Vol. 9 (Fruits Basket #9)",33.95,4,http://books.toscrape.com/fruits-basket-vol-9-fruits-basket-9_563/index.html,"fruits basket, vol. 9 (fruits basket #9)",Medium,4
Dress Your Family in Corduroy and Denim,43.68,3,http://books.toscrape.com/dress-your-family-in-corduroy-and-denim_562/index.html,dress your family in corduroy and denim,Medium,3
Don't Forget Steven,33.23,1,http://books.toscrape.com/dont-forget-steven_561/index.html,don't forget steven,Medium,1
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,2,http://books.toscrape.com/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,chernobyl 01:23:40: the incredible true story of the world's worst nuclear disaster,Medium,2
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,4,http://books.toscrape.com/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,art and fear: observations on the perils (and rewards) of artmaking,Medium,4
A Shard of Ice (The Black Symphony Saga #1),56.63,3,http://books.toscrape.com/a-shard-of-ice-the-black-symphony-saga-1_558/index.html,a shard of ice (the black symphony saga #1),High,3
A Hero's Curse (The Unseen Chronicles #1),50.49,3,http://books.toscrape.com/a-heros-curse-the-unseen-chronicles-1_557/index.html,a hero's curse (the unseen chronicles #1),High,3
23 Degrees South: A Tropical Tale of Changing Whether...,35.79,2,http://books.toscrape.com/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,23 degrees south: a tropical tale of changing whether...,Medium,2
"Zero to One: Notes on Startups, or How to Build the Future",34.06,3,http://books.toscrape.com/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,"zero to one: notes on startups, or how to build the future",Medium,3
Why Not Me?,17.76,1,http://books.toscrape.com/why-not-me_554/index.html,why not me?,Low,1
When Breath Becomes Air,39.36,2,http://books.toscrape.com/when-breath-becomes-air_553/index.html,when breath becomes air,Medium,2
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,http://books.toscrape.com/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,vagabonding: an uncommon guide to the art of long-term world travel,Medium,2
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,5,http://books.toscrape.com/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,the unlikely pilgrimage of harold fry (harold fry #1),Medium,5
The New Drawing on the Right Side of the Brain,43.02,3,http://books.toscrape.com/the-new-drawing-on-the-right-side-of-the-brain_550/index.html,the new drawing on the right side of the brain,Medium,3
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,4,http://books.toscrape.com/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,"the midnight assassin: panic, scandal, and the hunt for america's first serial killer",Medium,4
The Martian (The Martian #1),41.39,2,http://books.toscrape.com/the-martian-the-martian-1_548/index.html,the martian (the martian #1),Medium,2
The High Mountains of Portugal,51.15,1,http://books.toscrape.com/the-high-mountains-of-portugal_547/index.html,the high mountains of portugal,High,1
The Grownup,35.88,1,http://books.toscrape.com/the-grownup_546/index.html,the grownup,Medium,1
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,1,http://books.toscrape.com/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,the e-myth revisited: why most small businesses don't work and what to do about it,Medium,1
South of Sunshine,28.93,1,http://books.toscrape.com/south-of-sunshine_544/index.html,south of sunshine,Medium,1
Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,5,http://books.toscrape.com/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,smarter faster better: the secrets of being productive in life and business,Medium,5
Silence in the Dark (Logan Point #4),58.33,3,http://books.toscrape.com/silence-in-the-dark-logan-point-4_542/index.html,silence in the dark (logan point #4),High,3
Shadows of the Past (Logan Point #1),39.67,5,http://books.toscrape.com/shadows-of-the-past-logan-point-1_541/index.html,shadows of the past (logan point #1),Medium,5
Roller Girl,14.1,5,http://books.toscrape.com/roller-girl_540/index.html,roller girl,Low,5
Rising Strong,21.82,3,http://books.toscrape.com/rising-strong_539/index.html,rising strong,Medium,3
Proofs of God: Classical Arguments from Tertullian to Barth,54.21,1,http://books.toscrape.com/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,proofs of god: classical arguments from tertullian to barth,High,1
Please Kill Me: The Uncensored Oral History of Punk,31.19,4,http://books.toscrape.com/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,please kill me: the uncensored oral history of punk,Medium,4
Out of Print: City Lights Spotlight No. 14,53.64,5,http://books.toscrape.com/out-of-print-city-lights-spotlight-no-14_536/index.html,out of print: city lights spotlight no. 14,High,5
My Life Next Door (My Life Next Door ),36.39,5,http://books.toscrape.com/my-life-next-door-my-life-next-door_535/index.html,my life next door (my life next door ),Medium,5
Miller's Valley,58.54,2,http://books.toscrape.com/millers-valley_534/index.html,miller's valley,High,2
Man's Search for Meaning,29.48,3,http://books.toscrape.com/mans-search-for-meaning_533/index.html,man's search for meaning,Medium,3
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,2,http://books.toscrape.com/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,"love that boy: what two presidents, eight road trips, and my son taught me about a parent's expectations",Medium,2
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,3,http://books.toscrape.com/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,living forward: a proven plan to stop drifting and get the life you want,Low,3
Les Fleurs du Mal,29.04,5,http://books.toscrape.com/les-fleurs-du-mal_530/index.html,les fleurs du mal,Medium,5
Left Behind (Left Behind #1),40.72,2,http://books.toscrape.com/left-behind-left-behind-1_529/index.html,left behind (left behind #1),Medium,2
Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,5,http://books.toscrape.com/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,kill 'em and leave: searching for james brown and the american soul,Medium,5
Kierkegaard: A Christian Missionary to Christians,47.13,1,http://books.toscrape.com/kierkegaard-a-christian-missionary-to-christians_527/index.html,kierkegaard: a christian missionary to christians,Medium,1
John Vassos: Industrial Design for Modern Life,20.22,4,http://books.toscrape.com/john-vassos-industrial-design-for-modern-life_526/index.html,john vassos: industrial design for modern life,Medium,4
I'll Give You the Sun,56.48,1,http://books.toscrape.com/ill-give-you-the-sun_525/index.html,i'll give you the sun,High,1
I Will Find You,44.21,1,http://books.toscrape.com/i-will-find-you_524/index.html,i will find you,Medium,1
Hystopia: A Novel,21.96,4,http://books.toscrape.com/hystopia-a-novel_523/index.html,hystopia: a novel,Medium,4
Howl and Other Poems,40.45,2,http://books.toscrape.com/howl-and-other-poems_522/index.html,howl and other poems,Medium,2
History of Beauty,10.29,4,http://books.toscrape.com/history-of-beauty_521/index.html,history of beauty,Low,4
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,2,http://books.toscrape.com/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,heaven is for real: a little boy's astounding story of his trip to heaven and back,High,2
Future Shock (Future Shock #1),55.65,5,http://books.toscrape.com/future-shock-future-shock-1_519/index.html,future shock (future shock #1),High,5
Ender's Game (The Ender Quintet #1),43.64,1,http://books.toscrape.com/enders-game-the-ender-quintet-1_518/index.html,ender's game (the ender quintet #1),Medium,1
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,1,http://books.toscrape.com/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,diary of a citizen scientist: chasing tiger beetles and other new ways of engaging the world,Medium,1
Death by Leisure: A Cautionary Tale,37.51,4,http://books.toscrape.com/death-by-leisure-a-cautionary-tale_516/index.html,death by leisure: a cautionary tale,Medium,4
Brilliant Beacons: A History of the American Lighthouse,11.45,3,http://books.toscrape.com/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,brilliant beacons: a history of the american lighthouse,Low,3
Brazen: The Courage to Find the You That's Been Hiding,19.22,2,http://books.toscrape.com/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,brazen: the courage to find the you that's been hiding,Low,2
Between the World and Me,56.91,4,http://books.toscrape.com/between-the-world-and-me_513/index.html,between the world and me,High,4
Being Mortal: Medicine and What Matters in the End,55.06,4,http://books.toscrape.com/being-mortal-medicine-and-what-matters-in-the-end_512/index.html,being mortal: medicine and what matters in the end,High,4
"A Murder Over a Girl: Justice, Gender, Junior High",13.2,3,http://books.toscrape.com/a-murder-over-a-girl-justice-gender-junior-high_511/index.html,"a murder over a girl: justice, gender, junior high",Low,3
32 Yolks,53.63,2,http://books.toscrape.com/32-yolks_510/index.html,32 yolks,High,2
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,http://books.toscrape.com/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,"""most blessed of the patriarchs"": thomas jefferson and the empire of the imagination",Medium,5
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,3,http://books.toscrape.com/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,you are a badass: how to stop doubting your greatness and start living an awesome life,Low,3
